,0.05,0.05,0.05,0.05,0.05,0.05
2052,0.9207214335181033,0.9380533225808951,0.9136582851414923,1.084167623456814,0.8534434816780518,0.831766185410019
2053,0.9117491431103593,0.889706003363435,0.918122751565448,1.0630827975668173,0.8251289264456176,0.8585670453934113
2054,0.9095584735301478,0.9790995466102388,0.9077389783541978,1.0407925835157774,0.8223844445977739,0.8676083556347413
2055,0.909298544241951,0.957477947910054,0.9078985582891874,1.0389549885801572,0.8318901550779659,0.8528967893813187
2056,0.9087292825515334,0.9813109516959044,0.9125148556183119,1.024037443611942,0.8163427322528938,0.8482411527394049
2057,0.8370954109202423,1.0045582738041998,0.9152546095431306,1.0098639553027158,0.8074899657308376,0.8468985966393816
2058,0.8529158666745478,0.9558845732664772,0.9053960555875006,1.037245122466915,0.8092477025337131,0.8386014217101507
2059,0.8422049587577402,0.9428943063445093,0.892058916268254,1.038985024490607,0.8153412852616968,0.9099691454400971
2060,0.8410298866918904,0.9988401968989726,0.8911719243522923,0.9993713987954691,0.7761542625988347,0.9121240419351315
2061,0.844215199788069,1.0595367398754603,0.8990963692803746,1.0008052040298372,0.7943404178646774,0.9141876038715155
2062,0.7518882913662426,1.0608800171590693,0.9428044171909852,0.9996474151380547,0.7995928063836631,0.9013681331786314
2063,0.7716078684913688,1.0665505625310014,0.9403641593369922,0.9947286158593303,0.8011008938425446,0.8991721299369895
2064,0.7769177616891869,1.072926953385181,0.9364164820719245,1.0304723037683434,0.7963773282066872,0.9019313681515565
2065,0.7750658490326916,1.076754758498957,0.9675588671135381,1.06213407074497,0.8026509012414837,0.9034305947836728
2066,0.7597775743977921,1.066786280841065,1.0131066761494445,1.1169604892134763,0.8160639463993038,0.9451703645040485
2067,0.7350741909932563,1.0693809772294447,0.9522880127581514,1.1139248767132055,0.8197162606089762,1.0045390910244842
2068,0.758645564797967,1.066682213305564,0.9818439316558009,1.0904138564573105,0.817687648236975,1.1034836053915382
2069,0.7689567744027854,1.0788189988616534,0.9754278667679936,1.1081101893247676,0.8718951348587092,1.000071707005735
2070,0.7677885448569943,1.0775419928651486,0.9929068585188251,1.107750335135607,0.8766777706385065,1.0510911676653047
2071,0.8804969860484918,1.1102915415042558,1.0031667783287657,1.1468814818213202,0.9503493829585185,1.0733675577791302
2072,0.8766491673834184,1.099081316093219,0.9952020145786495,1.119380103448523,0.9429673278179231,1.0592003598410897
2073,0.8800497862975478,1.1100413304521555,1.0124482447427883,1.1289540365621529,0.9436462724612054,1.0627682899292372
2074,0.8512893769062626,1.0378978089832092,0.9744788911328085,1.1548441271271526,0.9444464232714206,1.0539928065944153
2075,0.8956452618891682,1.0230356199752741,0.975811092204709,1.1598739769506405,0.9596452411211424,1.0555428640420197
2076,0.8413574238257857,1.0014178757221883,0.9964424942356405,1.1605873426451911,0.9633971293979005,1.016390467259532
2077,0.8467736336045399,1.0155836140223575,0.9967362289135414,1.1165348519952782,0.9708747148094834,1.0725181873585181
2078,0.8266943936372272,0.9834771353243907,0.9955826637775858,1.106642234539099,0.9889446234478129,1.1205270797183455
2079,0.8251820216891759,0.9530226849008938,1.0095286533264063,1.110538896687335,0.9869628340538565,1.0798105336483064
2080,0.833896941574608,0.9498514629444599,1.0061844198656131,1.0927819043844202,0.9861135940388249,1.0908875249493604
2081,0.8321441803651106,0.9245153574135166,1.008242419130601,1.095417091258873,1.042160557801376,0.9742937848902308
2082,0.8406162223031798,0.9302275728336752,1.0817848689420126,1.0945489178408214,1.0008149191771831,0.9656632629260826
2083,0.829888447249319,0.9699567002917815,1.107015025188955,1.0885177694013985,0.9669245146959738,0.912188212516843
2084,0.825084584682404,0.9642203117950442,1.130905161028292,1.1674927643066138,0.9129462617713268,0.910082518731832
2085,0.8307668023190021,1.0059620154926785,1.1589088029374315,1.1778574175132381,0.9196088307026048,0.942423962371036
2086,0.8370151276130644,1.010598250514666,1.166069940006129,1.1717284494032718,0.9471524398356724,0.9552836815114697
2087,0.8910053258392775,1.0132013415977619,1.1905094686037645,1.2137307373007273,1.0083667013077784,0.9130527829470662
2088,0.8835308773025257,1.0722789324626947,1.1990927846660442,1.2085413591638685,0.9928963786226553,0.9129847344358213
2089,0.8198219251889809,1.0806316745094602,1.2650915716887756,1.1604318840289833,1.003861553221445,0.9187779205513628
2090,0.8139475956404527,1.0945275568202695,1.2622783495399248,1.209336356372625,1.0991930086568653,0.900169756504738
